Timestamp,FIT103ROWaterSupply_Flow(m³/hr)
30-Jan-26 10:30:00 PM ICT,0
30-Jan-26 11:00:00 PM ICT,0
30-Jan-26 11:30:00 PM ICT,0
31-Jan-26 12:00:00 AM ICT,0
31-Jan-26 12:30:00 AM ICT,0
31-Jan-26 1:00:00 AM ICT,0
31-Jan-26 1:30:00 AM ICT,0
31-Jan-26 2:00:00 AM ICT,0
31-Jan-26 2:30:00 AM ICT,0
31-Jan-26 3:00:00 AM ICT,0
31-Jan-26 3:30:00 AM ICT,0
31-Jan-26 4:00:00 AM ICT,0
31-Jan-26 4:30:00 AM ICT,0
31-Jan-26 5:00:00 AM ICT,0
31-Jan-26 5:30:00 AM ICT,0
31-Jan-26 6:00:00 AM ICT,0
31-Jan-26 6:30:00 AM ICT,0
31-Jan-26 7:00:00 AM ICT,0
31-Jan-26 7:30:00 AM ICT,0
31-Jan-26 8:00:00 AM ICT,0
31-Jan-26 8:30:00 AM ICT,0
31-Jan-26 9:00:00 AM ICT,0
31-Jan-26 9:30:00 AM ICT,0
31-Jan-26 10:00:00 AM ICT,0
31-Jan-26 10:30:00 AM ICT,0
31-Jan-26 11:00:00 AM ICT,0.5
31-Jan-26 11:30:00 AM ICT,0
31-Jan-26 12:00:00 PM ICT,0
31-Jan-26 12:30:00 PM ICT,0
31-Jan-26 1:00:00 PM ICT,0
31-Jan-26 1:30:00 PM ICT,0
31-Jan-26 2:00:00 PM ICT,0
31-Jan-26 2:30:00 PM ICT,0
31-Jan-26 3:00:00 PM ICT,0.4
31-Jan-26 3:30:00 PM ICT,0
31-Jan-26 4:00:00 PM ICT,0
31-Jan-26 4:30:00 PM ICT,0
31-Jan-26 5:00:00 PM ICT,0
31-Jan-26 5:30:00 PM ICT,0.5
31-Jan-26 6:00:00 PM ICT,0
31-Jan-26 6:30:00 PM ICT,0
31-Jan-26 7:00:00 PM ICT,0
31-Jan-26 7:30:00 PM ICT,0
31-Jan-26 8:00:00 PM ICT,0
31-Jan-26 8:30:00 PM ICT,0
31-Jan-26 9:00:00 PM ICT,0
31-Jan-26 9:30:00 PM ICT,0
31-Jan-26 10:00:00 PM ICT,0
31-Jan-26 10:30:00 PM ICT,0
31-Jan-26 11:00:00 PM ICT,0
31-Jan-26 11:30:00 PM ICT,0
01-Feb-26 12:00:00 AM ICT,0
01-Feb-26 12:30:00 AM ICT,0
01-Feb-26 1:00:00 AM ICT,0
01-Feb-26 1:30:00 AM ICT,0
01-Feb-26 2:00:00 AM ICT,0
01-Feb-26 2:30:00 AM ICT,0
01-Feb-26 3:00:00 AM ICT,0
01-Feb-26 3:30:00 AM ICT,0
01-Feb-26 4:00:00 AM ICT,0
01-Feb-26 4:30:00 AM ICT,0
01-Feb-26 5:00:00 AM ICT,0
01-Feb-26 5:30:00 AM ICT,0
01-Feb-26 6:00:00 AM ICT,0
01-Feb-26 6:30:00 AM ICT,0
01-Feb-26 7:00:00 AM ICT,0
01-Feb-26 7:30:00 AM ICT,0
01-Feb-26 8:00:00 AM ICT,0
01-Feb-26 8:30:00 AM ICT,0
01-Feb-26 9:00:00 AM ICT,0
01-Feb-26 9:30:00 AM ICT,0
01-Feb-26 10:00:00 AM ICT,0
01-Feb-26 10:30:00 AM ICT,0
01-Feb-26 11:00:00 AM ICT,0
01-Feb-26 11:30:00 AM ICT,0
01-Feb-26 12:00:00 PM ICT,0
01-Feb-26 12:30:00 PM ICT,0
01-Feb-26 1:00:00 PM ICT,0
01-Feb-26 1:30:00 PM ICT,0
01-Feb-26 2:00:00 PM ICT,0
01-Feb-26 2:30:00 PM ICT,0
01-Feb-26 3:00:00 PM ICT,0
01-Feb-26 3:30:00 PM ICT,0
01-Feb-26 4:00:00 PM ICT,0
01-Feb-26 4:30:00 PM ICT,0
01-Feb-26 5:00:00 PM ICT,0
01-Feb-26 5:30:00 PM ICT,0
01-Feb-26 6:00:00 PM ICT,0
01-Feb-26 6:30:00 PM ICT,0
01-Feb-26 7:00:00 PM ICT,0
01-Feb-26 7:30:00 PM ICT,0
01-Feb-26 8:00:00 PM ICT,0
01-Feb-26 8:30:00 PM ICT,0
01-Feb-26 9:00:00 PM ICT,0.7
01-Feb-26 9:30:00 PM ICT,0
01-Feb-26 10:00:00 PM ICT,0
01-Feb-26 10:30:00 PM ICT,0
01-Feb-26 11:00:00 PM ICT,0
01-Feb-26 11:30:00 PM ICT,0
02-Feb-26 12:00:00 AM ICT,0
02-Feb-26 12:30:00 AM ICT,0
02-Feb-26 1:00:00 AM ICT,0
02-Feb-26 1:30:00 AM ICT,0
02-Feb-26 2:00:00 AM ICT,0
02-Feb-26 2:30:00 AM ICT,0
02-Feb-26 3:00:00 AM ICT,0
02-Feb-26 3:30:00 AM ICT,0
02-Feb-26 4:00:00 AM ICT,0
02-Feb-26 4:30:00 AM ICT,0.6
02-Feb-26 5:00:00 AM ICT,0
02-Feb-26 5:30:00 AM ICT,0
02-Feb-26 6:00:00 AM ICT,0
02-Feb-26 6:30:00 AM ICT,0
02-Feb-26 7:00:00 AM ICT,0
02-Feb-26 7:30:00 AM ICT,0
02-Feb-26 8:00:00 AM ICT,3
02-Feb-26 8:30:00 AM ICT,0.6
02-Feb-26 9:00:00 AM ICT,1.1
02-Feb-26 9:30:00 AM ICT,0
02-Feb-26 10:00:00 AM ICT,1.1
02-Feb-26 10:30:00 AM ICT,1.5
02-Feb-26 11:00:00 AM ICT,0
02-Feb-26 11:30:00 AM ICT,0
02-Feb-26 12:00:00 PM ICT,0.6
02-Feb-26 12:30:00 PM ICT,0
02-Feb-26 1:00:00 PM ICT,0
02-Feb-26 1:30:00 PM ICT,0.6
02-Feb-26 2:00:00 PM ICT,1.6
02-Feb-26 2:30:00 PM ICT,0
02-Feb-26 3:00:00 PM ICT,0
02-Feb-26 3:30:00 PM ICT,1.5
02-Feb-26 4:00:00 PM ICT,0
02-Feb-26 4:30:00 PM ICT,0
02-Feb-26 5:00:00 PM ICT,0
02-Feb-26 5:30:00 PM ICT,0
02-Feb-26 6:00:00 PM ICT,0
02-Feb-26 6:30:00 PM ICT,0
02-Feb-26 7:00:00 PM ICT,0
02-Feb-26 7:30:00 PM ICT,0
02-Feb-26 8:00:00 PM ICT,0.5
02-Feb-26 8:30:00 PM ICT,0
02-Feb-26 9:00:00 PM ICT,0
02-Feb-26 9:30:00 PM ICT,0
02-Feb-26 10:00:00 PM ICT,0
02-Feb-26 10:30:00 PM ICT,0
02-Feb-26 11:00:00 PM ICT,0
02-Feb-26 11:30:00 PM ICT,0
03-Feb-26 12:00:00 AM ICT,0
03-Feb-26 12:30:00 AM ICT,0
03-Feb-26 1:00:00 AM ICT,0
03-Feb-26 1:30:00 AM ICT,0
03-Feb-26 2:00:00 AM ICT,0
03-Feb-26 2:30:00 AM ICT,0
03-Feb-26 3:00:00 AM ICT,0
03-Feb-26 3:30:00 AM ICT,0
03-Feb-26 4:00:00 AM ICT,0
03-Feb-26 4:30:00 AM ICT,0
03-Feb-26 5:00:00 AM ICT,0
03-Feb-26 5:30:00 AM ICT,0
03-Feb-26 6:00:00 AM ICT,0
03-Feb-26 6:30:00 AM ICT,0
03-Feb-26 7:00:00 AM ICT,0
03-Feb-26 7:30:00 AM ICT,1
03-Feb-26 8:00:00 AM ICT,0.9
03-Feb-26 8:30:00 AM ICT,1
03-Feb-26 9:00:00 AM ICT,0.5
03-Feb-26 9:30:00 AM ICT,0
03-Feb-26 10:00:00 AM ICT,0.4
03-Feb-26 10:30:00 AM ICT,0
03-Feb-26 11:00:00 AM ICT,0
03-Feb-26 11:30:00 AM ICT,1.5
03-Feb-26 12:00:00 PM ICT,0
03-Feb-26 12:30:00 PM ICT,0
03-Feb-26 1:00:00 PM ICT,0
03-Feb-26 1:30:00 PM ICT,0
03-Feb-26 2:00:00 PM ICT,0
03-Feb-26 2:30:00 PM ICT,0
03-Feb-26 3:00:00 PM ICT,3.3
03-Feb-26 3:30:00 PM ICT,0
03-Feb-26 4:00:00 PM ICT,0
03-Feb-26 4:30:00 PM ICT,0
03-Feb-26 5:00:00 PM ICT,0.5
03-Feb-26 5:30:00 PM ICT,0
03-Feb-26 6:00:00 PM ICT,0
03-Feb-26 6:30:00 PM ICT,0
03-Feb-26 7:00:00 PM ICT,0
03-Feb-26 7:30:00 PM ICT,0
03-Feb-26 8:00:00 PM ICT,0
03-Feb-26 8:30:00 PM ICT,0
03-Feb-26 9:00:00 PM ICT,1
03-Feb-26 9:30:00 PM ICT,0
03-Feb-26 10:00:00 PM ICT,0
03-Feb-26 10:30:00 PM ICT,0
03-Feb-26 11:00:00 PM ICT,0
03-Feb-26 11:30:00 PM ICT,0
04-Feb-26 12:00:00 AM ICT,0
04-Feb-26 12:30:00 AM ICT,0
04-Feb-26 1:00:00 AM ICT,0
04-Feb-26 1:30:00 AM ICT,0
04-Feb-26 2:00:00 AM ICT,0
04-Feb-26 2:30:00 AM ICT,0
04-Feb-26 3:00:00 AM ICT,0
04-Feb-26 3:30:00 AM ICT,0
04-Feb-26 4:00:00 AM ICT,0
04-Feb-26 4:30:00 AM ICT,0
04-Feb-26 5:00:00 AM ICT,0
04-Feb-26 5:30:00 AM ICT,0
04-Feb-26 6:00:00 AM ICT,0
04-Feb-26 6:30:00 AM ICT,0
04-Feb-26 7:00:00 AM ICT,0
04-Feb-26 7:30:00 AM ICT,1
04-Feb-26 8:00:00 AM ICT,0.8
04-Feb-26 8:30:00 AM ICT,0
04-Feb-26 9:00:00 AM ICT,0
04-Feb-26 9:30:00 AM ICT,4.1
04-Feb-26 10:00:00 AM ICT,2.2
04-Feb-26 10:30:00 AM ICT,0.3
04-Feb-26 11:00:00 AM ICT,0
04-Feb-26 11:30:00 AM ICT,0
04-Feb-26 12:00:00 PM ICT,1.6
04-Feb-26 12:30:00 PM ICT,0
04-Feb-26 1:00:00 PM ICT,0
04-Feb-26 1:30:00 PM ICT,0
04-Feb-26 2:00:00 PM ICT,1.4
04-Feb-26 2:30:00 PM ICT,0
04-Feb-26 3:00:00 PM ICT,0
04-Feb-26 3:30:00 PM ICT,0
04-Feb-26 4:00:00 PM ICT,0
04-Feb-26 4:30:00 PM ICT,0
04-Feb-26 5:00:00 PM ICT,0
04-Feb-26 5:30:00 PM ICT,0
04-Feb-26 6:00:00 PM ICT,0
04-Feb-26 6:30:00 PM ICT,0
04-Feb-26 7:00:00 PM ICT,0
04-Feb-26 7:30:00 PM ICT,0
04-Feb-26 8:00:00 PM ICT,0.5
04-Feb-26 8:30:00 PM ICT,0
04-Feb-26 9:00:00 PM ICT,0
04-Feb-26 9:30:00 PM ICT,0
04-Feb-26 10:00:00 PM ICT,0
04-Feb-26 10:30:00 PM ICT,0
04-Feb-26 11:00:00 PM ICT,0
04-Feb-26 11:30:00 PM ICT,0
05-Feb-26 12:00:00 AM ICT,0
05-Feb-26 12:30:00 AM ICT,0
05-Feb-26 1:00:00 AM ICT,0.4
05-Feb-26 1:30:00 AM ICT,0
05-Feb-26 2:00:00 AM ICT,0
05-Feb-26 2:30:00 AM ICT,0
05-Feb-26 3:00:00 AM ICT,0
05-Feb-26 3:30:00 AM ICT,0
05-Feb-26 4:00:00 AM ICT,0
05-Feb-26 4:30:00 AM ICT,0
05-Feb-26 5:00:00 AM ICT,0
05-Feb-26 5:30:00 AM ICT,0.7
05-Feb-26 6:00:00 AM ICT,0
05-Feb-26 6:30:00 AM ICT,1.6
05-Feb-26 7:00:00 AM ICT,1.6
05-Feb-26 7:30:00 AM ICT,0
05-Feb-26 8:00:00 AM ICT,0.3
05-Feb-26 8:30:00 AM ICT,0.8
05-Feb-26 9:00:00 AM ICT,0.3
05-Feb-26 9:30:00 AM ICT,1
05-Feb-26 10:00:00 AM ICT,1.2
05-Feb-26 10:30:00 AM ICT,0
05-Feb-26 11:00:00 AM ICT,1.5
05-Feb-26 11:30:00 AM ICT,0
05-Feb-26 12:00:00 PM ICT,0
05-Feb-26 12:30:00 PM ICT,0
05-Feb-26 1:00:00 PM ICT,1.4
05-Feb-26 1:30:00 PM ICT,0
05-Feb-26 2:00:00 PM ICT,0
05-Feb-26 2:30:00 PM ICT,1.5
05-Feb-26 3:00:00 PM ICT,0
05-Feb-26 3:30:00 PM ICT,0
05-Feb-26 4:00:00 PM ICT,0
05-Feb-26 4:30:00 PM ICT,1.5
05-Feb-26 5:00:00 PM ICT,0
05-Feb-26 5:30:00 PM ICT,0
05-Feb-26 6:00:00 PM ICT,0
05-Feb-26 6:30:00 PM ICT,0
05-Feb-26 7:00:00 PM ICT,0
05-Feb-26 7:30:00 PM ICT,0
05-Feb-26 8:00:00 PM ICT,0
05-Feb-26 8:30:00 PM ICT,0
05-Feb-26 9:00:00 PM ICT,0
05-Feb-26 9:30:00 PM ICT,0
05-Feb-26 10:00:00 PM ICT,0
05-Feb-26 10:30:00 PM ICT,0
05-Feb-26 11:00:00 PM ICT,0
05-Feb-26 11:30:00 PM ICT,0
06-Feb-26 12:00:00 AM ICT,0
06-Feb-26 12:30:00 AM ICT,0
06-Feb-26 1:00:00 AM ICT,0
06-Feb-26 1:30:00 AM ICT,0
06-Feb-26 2:00:00 AM ICT,0
06-Feb-26 2:30:00 AM ICT,0
06-Feb-26 3:00:00 AM ICT,0
06-Feb-26 3:30:00 AM ICT,0
06-Feb-26 4:00:00 AM ICT,0
06-Feb-26 4:30:00 AM ICT,0
06-Feb-26 5:00:00 AM ICT,0
06-Feb-26 5:30:00 AM ICT,0
06-Feb-26 6:00:00 AM ICT,0
06-Feb-26 6:30:00 AM ICT,0
06-Feb-26 7:00:00 AM ICT,0
06-Feb-26 7:30:00 AM ICT,0
06-Feb-26 8:00:00 AM ICT,0
06-Feb-26 8:30:00 AM ICT,0
06-Feb-26 9:00:00 AM ICT,0
06-Feb-26 9:30:00 AM ICT,0
06-Feb-26 10:00:00 AM ICT,0
06-Feb-26 10:30:00 AM ICT,0
06-Feb-26 11:00:00 AM ICT,0
06-Feb-26 11:30:00 AM ICT,0
06-Feb-26 12:00:00 PM ICT,0
06-Feb-26 12:30:00 PM ICT,0
06-Feb-26 1:00:00 PM ICT,0
06-Feb-26 1:30:00 PM ICT,0
06-Feb-26 2:00:00 PM ICT,0
06-Feb-26 2:30:00 PM ICT,0
06-Feb-26 3:00:00 PM ICT,0
06-Feb-26 3:30:00 PM ICT,0
06-Feb-26 4:00:00 PM ICT,0
06-Feb-26 4:30:00 PM ICT,0
06-Feb-26 5:00:00 PM ICT,0
06-Feb-26 5:30:00 PM ICT,0
06-Feb-26 6:00:00 PM ICT,0
06-Feb-26 6:30:00 PM ICT,0
06-Feb-26 7:00:00 PM ICT,0
06-Feb-26 7:30:00 PM ICT,0
06-Feb-26 8:00:00 PM ICT,0
06-Feb-26 8:30:00 PM ICT,0
06-Feb-26 9:00:00 PM ICT,0
06-Feb-26 9:30:00 PM ICT,0
06-Feb-26 10:00:00 PM ICT,0
06-Feb-26 10:30:00 PM ICT,0
06-Feb-26 11:00:00 PM ICT,0
06-Feb-26 11:30:00 PM ICT,0
07-Feb-26 12:00:00 AM ICT,0
07-Feb-26 12:30:00 AM ICT,0
07-Feb-26 1:00:00 AM ICT,0
07-Feb-26 1:30:00 AM ICT,0
07-Feb-26 2:00:00 AM ICT,0
07-Feb-26 2:30:00 AM ICT,0
07-Feb-26 3:00:00 AM ICT,0.9
07-Feb-26 3:30:00 AM ICT,1.7
07-Feb-26 4:00:00 AM ICT,0
07-Feb-26 4:30:00 AM ICT,0
07-Feb-26 5:00:00 AM ICT,0
07-Feb-26 5:30:00 AM ICT,0
07-Feb-26 6:00:00 AM ICT,0
07-Feb-26 6:30:00 AM ICT,0.5
07-Feb-26 7:00:00 AM ICT,0.8
07-Feb-26 7:30:00 AM ICT,0
07-Feb-26 8:00:00 AM ICT,0
07-Feb-26 8:30:00 AM ICT,0
07-Feb-26 9:00:00 AM ICT,0
07-Feb-26 9:30:00 AM ICT,0
07-Feb-26 10:00:00 AM ICT,0
07-Feb-26 10:30:00 AM ICT,0
07-Feb-26 11:00:00 AM ICT,0
07-Feb-26 11:30:00 AM ICT,0
07-Feb-26 12:00:00 PM ICT,0
07-Feb-26 12:30:00 PM ICT,0
07-Feb-26 1:00:00 PM ICT,0
07-Feb-26 1:30:00 PM ICT,0
07-Feb-26 2:00:00 PM ICT,0
07-Feb-26 2:30:00 PM ICT,0
07-Feb-26 3:00:00 PM ICT,0
07-Feb-26 3:30:00 PM ICT,0
07-Feb-26 4:00:00 PM ICT,0
07-Feb-26 4:30:00 PM ICT,0
07-Feb-26 5:00:00 PM ICT,0
07-Feb-26 5:30:00 PM ICT,0
07-Feb-26 6:00:00 PM ICT,0
07-Feb-26 6:30:00 PM ICT,0
07-Feb-26 7:00:00 PM ICT,0
07-Feb-26 7:30:00 PM ICT,0
07-Feb-26 8:00:00 PM ICT,0
07-Feb-26 8:30:00 PM ICT,0
07-Feb-26 9:00:00 PM ICT,0
07-Feb-26 9:30:00 PM ICT,0
07-Feb-26 10:00:00 PM ICT,0
07-Feb-26 10:30:00 PM ICT,0
07-Feb-26 11:00:00 PM ICT,0
07-Feb-26 11:30:00 PM ICT,0
08-Feb-26 12:00:00 AM ICT,0
08-Feb-26 12:30:00 AM ICT,0
08-Feb-26 1:00:00 AM ICT,0
08-Feb-26 1:30:00 AM ICT,0
08-Feb-26 2:00:00 AM ICT,0
08-Feb-26 2:30:00 AM ICT,0
08-Feb-26 3:00:00 AM ICT,0.7
08-Feb-26 3:30:00 AM ICT,0
08-Feb-26 4:00:00 AM ICT,0
08-Feb-26 4:30:00 AM ICT,0
08-Feb-26 5:00:00 AM ICT,1.8
08-Feb-26 5:30:00 AM ICT,0
08-Feb-26 6:00:00 AM ICT,0.6
08-Feb-26 6:30:00 AM ICT,1.8
08-Feb-26 7:00:00 AM ICT,3
08-Feb-26 7:30:00 AM ICT,1.5
08-Feb-26 8:00:00 AM ICT,1.6
08-Feb-26 8:30:00 AM ICT,1.7
08-Feb-26 9:00:00 AM ICT,2.3
08-Feb-26 9:30:00 AM ICT,2.3
08-Feb-26 10:00:00 AM ICT,1.1
08-Feb-26 10:30:00 AM ICT,0
08-Feb-26 11:00:00 AM ICT,0
08-Feb-26 11:30:00 AM ICT,0
08-Feb-26 12:00:00 PM ICT,0
08-Feb-26 12:30:00 PM ICT,0
08-Feb-26 1:00:00 PM ICT,0
08-Feb-26 1:30:00 PM ICT,0
08-Feb-26 2:00:00 PM ICT,0
08-Feb-26 2:30:00 PM ICT,0
08-Feb-26 3:00:00 PM ICT,0
08-Feb-26 3:30:00 PM ICT,0
08-Feb-26 4:00:00 PM ICT,0
08-Feb-26 4:30:00 PM ICT,0.5
08-Feb-26 5:00:00 PM ICT,0
08-Feb-26 5:30:00 PM ICT,0
08-Feb-26 6:00:00 PM ICT,0
08-Feb-26 6:30:00 PM ICT,0
08-Feb-26 7:00:00 PM ICT,0
08-Feb-26 7:30:00 PM ICT,0
08-Feb-26 8:00:00 PM ICT,0
08-Feb-26 8:30:00 PM ICT,0
08-Feb-26 9:00:00 PM ICT,0
08-Feb-26 9:30:00 PM ICT,0
08-Feb-26 10:00:00 PM ICT,0
08-Feb-26 10:30:00 PM ICT,0
08-Feb-26 11:00:00 PM ICT,0
08-Feb-26 11:30:00 PM ICT,0
09-Feb-26 12:00:00 AM ICT,0
09-Feb-26 12:30:00 AM ICT,0
09-Feb-26 1:00:00 AM ICT,0
09-Feb-26 1:30:00 AM ICT,0
09-Feb-26 2:00:00 AM ICT,0
09-Feb-26 2:30:00 AM ICT,0
09-Feb-26 3:00:00 AM ICT,0
09-Feb-26 3:30:00 AM ICT,0
09-Feb-26 4:00:00 AM ICT,0
09-Feb-26 4:30:00 AM ICT,0
09-Feb-26 5:00:00 AM ICT,0
09-Feb-26 5:30:00 AM ICT,0
09-Feb-26 6:00:00 AM ICT,0
09-Feb-26 6:30:00 AM ICT,0
09-Feb-26 7:00:00 AM ICT,0
09-Feb-26 7:30:00 AM ICT,0
09-Feb-26 8:00:00 AM ICT,0
09-Feb-26 8:30:00 AM ICT,0
09-Feb-26 9:00:00 AM ICT,0
09-Feb-26 9:30:00 AM ICT,0
09-Feb-26 10:00:00 AM ICT,0
09-Feb-26 10:30:00 AM ICT,0
09-Feb-26 11:00:00 AM ICT,0
09-Feb-26 11:30:00 AM ICT,0
09-Feb-26 12:00:00 PM ICT,0
09-Feb-26 12:30:00 PM ICT,0
09-Feb-26 1:00:00 PM ICT,0
09-Feb-26 1:30:00 PM ICT,0
09-Feb-26 2:00:00 PM ICT,0
09-Feb-26 2:30:00 PM ICT,0
09-Feb-26 3:00:00 PM ICT,0
09-Feb-26 3:30:00 PM ICT,0
09-Feb-26 4:00:00 PM ICT,0
09-Feb-26 4:30:00 PM ICT,0
09-Feb-26 5:00:00 PM ICT,0
09-Feb-26 5:30:00 PM ICT,0
09-Feb-26 6:00:00 PM ICT,0
09-Feb-26 6:30:00 PM ICT,0
09-Feb-26 7:00:00 PM ICT,0
09-Feb-26 7:30:00 PM ICT,0
09-Feb-26 8:00:00 PM ICT,0
09-Feb-26 8:30:00 PM ICT,0
09-Feb-26 9:00:00 PM ICT,0
09-Feb-26 9:30:00 PM ICT,0
09-Feb-26 10:00:00 PM ICT,0
09-Feb-26 10:30:00 PM ICT,0
09-Feb-26 11:00:00 PM ICT,0
09-Feb-26 11:30:00 PM ICT,0
10-Feb-26 12:00:00 AM ICT,0
10-Feb-26 12:30:00 AM ICT,0
10-Feb-26 1:00:00 AM ICT,0
10-Feb-26 1:30:00 AM ICT,0
10-Feb-26 2:00:00 AM ICT,0
10-Feb-26 2:30:00 AM ICT,0
10-Feb-26 3:00:00 AM ICT,0
10-Feb-26 3:30:00 AM ICT,0
10-Feb-26 4:00:00 AM ICT,0
10-Feb-26 4:30:00 AM ICT,0
10-Feb-26 5:00:00 AM ICT,0
10-Feb-26 5:30:00 AM ICT,0
10-Feb-26 6:00:00 AM ICT,0
10-Feb-26 6:30:00 AM ICT,0
10-Feb-26 7:00:00 AM ICT,0
10-Feb-26 7:30:00 AM ICT,0
10-Feb-26 8:00:00 AM ICT,0
10-Feb-26 8:30:00 AM ICT,0
10-Feb-26 9:00:00 AM ICT,0
10-Feb-26 9:30:00 AM ICT,0
10-Feb-26 10:00:00 AM ICT,0
10-Feb-26 10:30:00 AM ICT,0
10-Feb-26 11:00:00 AM ICT,0
10-Feb-26 11:30:00 AM ICT,0
10-Feb-26 12:00:00 PM ICT,0
10-Feb-26 12:30:00 PM ICT,0
10-Feb-26 1:00:00 PM ICT,2.9
10-Feb-26 1:30:00 PM ICT,0
10-Feb-26 2:00:00 PM ICT,0
10-Feb-26 2:30:00 PM ICT,0
10-Feb-26 3:00:00 PM ICT,0
10-Feb-26 3:30:00 PM ICT,1.6
10-Feb-26 4:00:00 PM ICT,0
10-Feb-26 4:30:00 PM ICT,0
10-Feb-26 5:00:00 PM ICT,0
10-Feb-26 5:30:00 PM ICT,0
10-Feb-26 6:00:00 PM ICT,0
10-Feb-26 6:30:00 PM ICT,0
10-Feb-26 7:00:00 PM ICT,0
10-Feb-26 7:30:00 PM ICT,0
10-Feb-26 8:00:00 PM ICT,0
10-Feb-26 8:30:00 PM ICT,0
10-Feb-26 9:00:00 PM ICT,0
10-Feb-26 9:30:00 PM ICT,0
10-Feb-26 10:00:00 PM ICT,0
10-Feb-26 10:30:00 PM ICT,0
10-Feb-26 11:00:00 PM ICT,0
10-Feb-26 11:30:00 PM ICT,0
11-Feb-26 12:00:00 AM ICT,0
11-Feb-26 12:30:00 AM ICT,0
11-Feb-26 1:00:00 AM ICT,0
11-Feb-26 1:30:00 AM ICT,0
11-Feb-26 2:00:00 AM ICT,0
11-Feb-26 2:30:00 AM ICT,0
11-Feb-26 3:00:00 AM ICT,0
11-Feb-26 3:30:00 AM ICT,0
11-Feb-26 4:00:00 AM ICT,0
11-Feb-26 4:30:00 AM ICT,0
11-Feb-26 5:00:00 AM ICT,0
11-Feb-26 5:30:00 AM ICT,0
11-Feb-26 6:00:00 AM ICT,0
11-Feb-26 6:30:00 AM ICT,0
11-Feb-26 7:00:00 AM ICT,0
11-Feb-26 7:30:00 AM ICT,0
11-Feb-26 8:00:00 AM ICT,0
11-Feb-26 8:30:00 AM ICT,0
11-Feb-26 9:00:00 AM ICT,0
11-Feb-26 9:30:00 AM ICT,0
11-Feb-26 10:00:00 AM ICT,0
11-Feb-26 10:30:00 AM ICT,0
11-Feb-26 11:00:00 AM ICT,0
11-Feb-26 11:30:00 AM ICT,0
11-Feb-26 12:00:00 PM ICT,0
