Timestamp,PT101SoftWaterSupplyNo1_Pres(bar)
30-Jan-26 10:30:00 PM ICT,5.2
30-Jan-26 11:00:00 PM ICT,5.2
30-Jan-26 11:30:00 PM ICT,5.2
31-Jan-26 12:00:00 AM ICT,5.2
31-Jan-26 12:30:00 AM ICT,5.2
31-Jan-26 1:00:00 AM ICT,5.2
31-Jan-26 1:30:00 AM ICT,5.2
31-Jan-26 2:00:00 AM ICT,5.2
31-Jan-26 2:30:00 AM ICT,5.2
31-Jan-26 3:00:00 AM ICT,5.2
31-Jan-26 3:30:00 AM ICT,5.2
31-Jan-26 4:00:00 AM ICT,5.2
31-Jan-26 4:30:00 AM ICT,5.2
31-Jan-26 5:00:00 AM ICT,5.2
31-Jan-26 5:30:00 AM ICT,5.2
31-Jan-26 6:00:00 AM ICT,5.2
31-Jan-26 6:30:00 AM ICT,5.2
31-Jan-26 7:00:00 AM ICT,5.2
31-Jan-26 7:30:00 AM ICT,5.2
31-Jan-26 8:00:00 AM ICT,5.2
31-Jan-26 8:30:00 AM ICT,5.2
31-Jan-26 9:00:00 AM ICT,5.2
31-Jan-26 9:30:00 AM ICT,5.2
31-Jan-26 10:00:00 AM ICT,5.2
31-Jan-26 10:30:00 AM ICT,5.2
31-Jan-26 11:00:00 AM ICT,5.2
31-Jan-26 11:30:00 AM ICT,5.2
31-Jan-26 12:00:00 PM ICT,5.2
31-Jan-26 12:30:00 PM ICT,5.2
31-Jan-26 1:00:00 PM ICT,5.2
31-Jan-26 1:30:00 PM ICT,5.2
31-Jan-26 2:00:00 PM ICT,5.2
31-Jan-26 2:30:00 PM ICT,5.2
31-Jan-26 3:00:00 PM ICT,5.2
31-Jan-26 3:30:00 PM ICT,5.2
31-Jan-26 4:00:00 PM ICT,5.2
31-Jan-26 4:30:00 PM ICT,5.2
31-Jan-26 5:00:00 PM ICT,5.2
31-Jan-26 5:30:00 PM ICT,5.2
31-Jan-26 6:00:00 PM ICT,5.2
31-Jan-26 6:30:00 PM ICT,5.2
31-Jan-26 7:00:00 PM ICT,5.2
31-Jan-26 7:30:00 PM ICT,5.2
31-Jan-26 8:00:00 PM ICT,5.2
31-Jan-26 8:30:00 PM ICT,5.2
31-Jan-26 9:00:00 PM ICT,5.2
31-Jan-26 9:30:00 PM ICT,5.2
31-Jan-26 10:00:00 PM ICT,5.2
31-Jan-26 10:30:00 PM ICT,5.2
31-Jan-26 11:00:00 PM ICT,5.2
31-Jan-26 11:30:00 PM ICT,5.2
01-Feb-26 12:00:00 AM ICT,5.2
01-Feb-26 12:30:00 AM ICT,5.2
01-Feb-26 1:00:00 AM ICT,5.2
01-Feb-26 1:30:00 AM ICT,5.2
01-Feb-26 2:00:00 AM ICT,5.2
01-Feb-26 2:30:00 AM ICT,5.2
01-Feb-26 3:00:00 AM ICT,5.2
01-Feb-26 3:30:00 AM ICT,5.2
01-Feb-26 4:00:00 AM ICT,5.2
01-Feb-26 4:30:00 AM ICT,5.2
01-Feb-26 5:00:00 AM ICT,5.2
01-Feb-26 5:30:00 AM ICT,5.2
01-Feb-26 6:00:00 AM ICT,5.2
01-Feb-26 6:30:00 AM ICT,5.2
01-Feb-26 7:00:00 AM ICT,5.2
01-Feb-26 7:30:00 AM ICT,5.2
01-Feb-26 8:00:00 AM ICT,5.2
01-Feb-26 8:30:00 AM ICT,5.2
01-Feb-26 9:00:00 AM ICT,5.2
01-Feb-26 9:30:00 AM ICT,5.2
01-Feb-26 10:00:00 AM ICT,5.2
01-Feb-26 10:30:00 AM ICT,5.2
01-Feb-26 11:00:00 AM ICT,5.2
01-Feb-26 11:30:00 AM ICT,5.2
01-Feb-26 12:00:00 PM ICT,5.2
01-Feb-26 12:30:00 PM ICT,5.2
01-Feb-26 1:00:00 PM ICT,5.2
01-Feb-26 1:30:00 PM ICT,5.2
01-Feb-26 2:00:00 PM ICT,5.2
01-Feb-26 2:30:00 PM ICT,5.2
01-Feb-26 3:00:00 PM ICT,5.2
01-Feb-26 3:30:00 PM ICT,5.2
01-Feb-26 4:00:00 PM ICT,5.2
01-Feb-26 4:30:00 PM ICT,5.2
01-Feb-26 5:00:00 PM ICT,5.2
01-Feb-26 5:30:00 PM ICT,5.1
01-Feb-26 6:00:00 PM ICT,5.2
01-Feb-26 6:30:00 PM ICT,5.2
01-Feb-26 7:00:00 PM ICT,5.2
01-Feb-26 7:30:00 PM ICT,5.2
01-Feb-26 8:00:00 PM ICT,5.2
01-Feb-26 8:30:00 PM ICT,5.2
01-Feb-26 9:00:00 PM ICT,5.2
01-Feb-26 9:30:00 PM ICT,5.2
01-Feb-26 10:00:00 PM ICT,5.2
01-Feb-26 10:30:00 PM ICT,5.2
01-Feb-26 11:00:00 PM ICT,5.2
01-Feb-26 11:30:00 PM ICT,5.2
02-Feb-26 12:00:00 AM ICT,5.2
02-Feb-26 12:30:00 AM ICT,5.2
02-Feb-26 1:00:00 AM ICT,5.2
02-Feb-26 1:30:00 AM ICT,5.1
02-Feb-26 2:00:00 AM ICT,5.2
02-Feb-26 2:30:00 AM ICT,5.2
02-Feb-26 3:00:00 AM ICT,5.2
02-Feb-26 3:30:00 AM ICT,5.2
02-Feb-26 4:00:00 AM ICT,5.2
02-Feb-26 4:30:00 AM ICT,5.2
02-Feb-26 5:00:00 AM ICT,5.2
02-Feb-26 5:30:00 AM ICT,5.2
02-Feb-26 6:00:00 AM ICT,5.2
02-Feb-26 6:30:00 AM ICT,5.2
02-Feb-26 7:00:00 AM ICT,5.2
02-Feb-26 7:30:00 AM ICT,5.2
02-Feb-26 8:00:00 AM ICT,5.2
02-Feb-26 8:30:00 AM ICT,5.2
02-Feb-26 9:00:00 AM ICT,5.2
02-Feb-26 9:30:00 AM ICT,5.2
02-Feb-26 10:00:00 AM ICT,5.2
02-Feb-26 10:30:00 AM ICT,5.2
02-Feb-26 11:00:00 AM ICT,5.2
02-Feb-26 11:30:00 AM ICT,5.2
02-Feb-26 12:00:00 PM ICT,5.2
02-Feb-26 12:30:00 PM ICT,5.2
02-Feb-26 1:00:00 PM ICT,5.2
02-Feb-26 1:30:00 PM ICT,5.1
02-Feb-26 2:00:00 PM ICT,5.2
02-Feb-26 2:30:00 PM ICT,5.2
02-Feb-26 3:00:00 PM ICT,5.2
02-Feb-26 3:30:00 PM ICT,5.2
02-Feb-26 4:00:00 PM ICT,5.2
02-Feb-26 4:30:00 PM ICT,5.2
02-Feb-26 5:00:00 PM ICT,5.2
02-Feb-26 5:30:00 PM ICT,5.2
02-Feb-26 6:00:00 PM ICT,5.2
02-Feb-26 6:30:00 PM ICT,5.2
02-Feb-26 7:00:00 PM ICT,5.2
02-Feb-26 7:30:00 PM ICT,5.2
02-Feb-26 8:00:00 PM ICT,5.2
02-Feb-26 8:30:00 PM ICT,5.2
02-Feb-26 9:00:00 PM ICT,5.2
02-Feb-26 9:30:00 PM ICT,5.2
02-Feb-26 10:00:00 PM ICT,5.2
02-Feb-26 10:30:00 PM ICT,5.2
02-Feb-26 11:00:00 PM ICT,5.1
02-Feb-26 11:30:00 PM ICT,5.2
03-Feb-26 12:00:00 AM ICT,5.2
03-Feb-26 12:30:00 AM ICT,5.2
03-Feb-26 1:00:00 AM ICT,5.2
03-Feb-26 1:30:00 AM ICT,5.2
03-Feb-26 2:00:00 AM ICT,5.2
03-Feb-26 2:30:00 AM ICT,5.2
03-Feb-26 3:00:00 AM ICT,5.2
03-Feb-26 3:30:00 AM ICT,5.2
03-Feb-26 4:00:00 AM ICT,5.2
03-Feb-26 4:30:00 AM ICT,5.2
03-Feb-26 5:00:00 AM ICT,5.2
03-Feb-26 5:30:00 AM ICT,5.2
03-Feb-26 6:00:00 AM ICT,5.2
03-Feb-26 6:30:00 AM ICT,5.2
03-Feb-26 7:00:00 AM ICT,5.2
03-Feb-26 7:30:00 AM ICT,5.2
03-Feb-26 8:00:00 AM ICT,5.2
03-Feb-26 8:30:00 AM ICT,5.2
03-Feb-26 9:00:00 AM ICT,5.2
03-Feb-26 9:30:00 AM ICT,5.2
03-Feb-26 10:00:00 AM ICT,5.2
03-Feb-26 10:30:00 AM ICT,5.2
03-Feb-26 11:00:00 AM ICT,5.2
03-Feb-26 11:30:00 AM ICT,5.2
03-Feb-26 12:00:00 PM ICT,5.2
03-Feb-26 12:30:00 PM ICT,5.2
03-Feb-26 1:00:00 PM ICT,5.2
03-Feb-26 1:30:00 PM ICT,5.2
03-Feb-26 2:00:00 PM ICT,5.2
03-Feb-26 2:30:00 PM ICT,5.1
03-Feb-26 3:00:00 PM ICT,5.1
03-Feb-26 3:30:00 PM ICT,5.2
03-Feb-26 4:00:00 PM ICT,5.2
03-Feb-26 4:30:00 PM ICT,5.2
03-Feb-26 5:00:00 PM ICT,5.2
03-Feb-26 5:30:00 PM ICT,5.2
03-Feb-26 6:00:00 PM ICT,5.2
03-Feb-26 6:30:00 PM ICT,5.2
03-Feb-26 7:00:00 PM ICT,5.2
03-Feb-26 7:30:00 PM ICT,5.2
03-Feb-26 8:00:00 PM ICT,5.2
03-Feb-26 8:30:00 PM ICT,5.2
03-Feb-26 9:00:00 PM ICT,5.2
03-Feb-26 9:30:00 PM ICT,5.2
03-Feb-26 10:00:00 PM ICT,5.2
03-Feb-26 10:30:00 PM ICT,5.2
03-Feb-26 11:00:00 PM ICT,5.2
03-Feb-26 11:30:00 PM ICT,5.2
04-Feb-26 12:00:00 AM ICT,5.2
04-Feb-26 12:30:00 AM ICT,5.2
04-Feb-26 1:00:00 AM ICT,5.2
04-Feb-26 1:30:00 AM ICT,5.2
04-Feb-26 2:00:00 AM ICT,5.2
04-Feb-26 2:30:00 AM ICT,5.2
04-Feb-26 3:00:00 AM ICT,5.2
04-Feb-26 3:30:00 AM ICT,5.2
04-Feb-26 4:00:00 AM ICT,5.2
04-Feb-26 4:30:00 AM ICT,5.2
04-Feb-26 5:00:00 AM ICT,5.2
04-Feb-26 5:30:00 AM ICT,5.2
04-Feb-26 6:00:00 AM ICT,5.2
04-Feb-26 6:30:00 AM ICT,5.2
04-Feb-26 7:00:00 AM ICT,5.2
04-Feb-26 7:30:00 AM ICT,5.2
04-Feb-26 8:00:00 AM ICT,5.2
04-Feb-26 8:30:00 AM ICT,5.2
04-Feb-26 9:00:00 AM ICT,5.2
04-Feb-26 9:30:00 AM ICT,5.2
04-Feb-26 10:00:00 AM ICT,5.2
04-Feb-26 10:30:00 AM ICT,5.2
04-Feb-26 11:00:00 AM ICT,5.2
04-Feb-26 11:30:00 AM ICT,5.2
04-Feb-26 12:00:00 PM ICT,5.2
04-Feb-26 12:30:00 PM ICT,5.2
04-Feb-26 1:00:00 PM ICT,5.2
04-Feb-26 1:30:00 PM ICT,5.2
04-Feb-26 2:00:00 PM ICT,5.2
04-Feb-26 2:30:00 PM ICT,5.2
04-Feb-26 3:00:00 PM ICT,5.2
04-Feb-26 3:30:00 PM ICT,5.2
04-Feb-26 4:00:00 PM ICT,5.2
04-Feb-26 4:30:00 PM ICT,5.2
04-Feb-26 5:00:00 PM ICT,5.2
04-Feb-26 5:30:00 PM ICT,5.2
04-Feb-26 6:00:00 PM ICT,5.2
04-Feb-26 6:30:00 PM ICT,5.2
04-Feb-26 7:00:00 PM ICT,5.2
04-Feb-26 7:30:00 PM ICT,5.2
04-Feb-26 8:00:00 PM ICT,5.2
04-Feb-26 8:30:00 PM ICT,5.2
04-Feb-26 9:00:00 PM ICT,5.2
04-Feb-26 9:30:00 PM ICT,5.2
04-Feb-26 10:00:00 PM ICT,5.2
04-Feb-26 10:30:00 PM ICT,5.2
04-Feb-26 11:00:00 PM ICT,5.2
04-Feb-26 11:30:00 PM ICT,5.2
05-Feb-26 12:00:00 AM ICT,5.2
05-Feb-26 12:30:00 AM ICT,5.2
05-Feb-26 1:00:00 AM ICT,5.2
05-Feb-26 1:30:00 AM ICT,5.2
05-Feb-26 2:00:00 AM ICT,5.2
05-Feb-26 2:30:00 AM ICT,5.2
05-Feb-26 3:00:00 AM ICT,5.2
05-Feb-26 3:30:00 AM ICT,5.2
05-Feb-26 4:00:00 AM ICT,5.2
05-Feb-26 4:30:00 AM ICT,5.2
05-Feb-26 5:00:00 AM ICT,5.2
05-Feb-26 5:30:00 AM ICT,5.2
05-Feb-26 6:00:00 AM ICT,5.2
05-Feb-26 6:30:00 AM ICT,5.2
05-Feb-26 7:00:00 AM ICT,5.2
05-Feb-26 7:30:00 AM ICT,5.2
05-Feb-26 8:00:00 AM ICT,5.2
05-Feb-26 8:30:00 AM ICT,5.2
05-Feb-26 9:00:00 AM ICT,5.2
05-Feb-26 9:30:00 AM ICT,5.1
05-Feb-26 10:00:00 AM ICT,5.2
05-Feb-26 10:30:00 AM ICT,5.2
05-Feb-26 11:00:00 AM ICT,5.2
05-Feb-26 11:30:00 AM ICT,5.2
05-Feb-26 12:00:00 PM ICT,5.2
05-Feb-26 12:30:00 PM ICT,5.2
05-Feb-26 1:00:00 PM ICT,5.2
05-Feb-26 1:30:00 PM ICT,5.2
05-Feb-26 2:00:00 PM ICT,5.2
05-Feb-26 2:30:00 PM ICT,5.2
05-Feb-26 3:00:00 PM ICT,5.2
05-Feb-26 3:30:00 PM ICT,5.2
05-Feb-26 4:00:00 PM ICT,5.2
05-Feb-26 4:30:00 PM ICT,5.2
05-Feb-26 5:00:00 PM ICT,5.2
05-Feb-26 5:30:00 PM ICT,5.2
05-Feb-26 6:00:00 PM ICT,5.2
05-Feb-26 6:30:00 PM ICT,5.2
05-Feb-26 7:00:00 PM ICT,5.2
05-Feb-26 7:30:00 PM ICT,5.2
05-Feb-26 8:00:00 PM ICT,5.2
05-Feb-26 8:30:00 PM ICT,5.2
05-Feb-26 9:00:00 PM ICT,5.2
05-Feb-26 9:30:00 PM ICT,5.2
05-Feb-26 10:00:00 PM ICT,5.2
05-Feb-26 10:30:00 PM ICT,5.2
05-Feb-26 11:00:00 PM ICT,5.2
05-Feb-26 11:30:00 PM ICT,5.2
06-Feb-26 12:00:00 AM ICT,5.2
06-Feb-26 12:30:00 AM ICT,5.2
06-Feb-26 1:00:00 AM ICT,5.2
06-Feb-26 1:30:00 AM ICT,5.2
06-Feb-26 2:00:00 AM ICT,5.2
06-Feb-26 2:30:00 AM ICT,5.2
06-Feb-26 3:00:00 AM ICT,5.2
06-Feb-26 3:30:00 AM ICT,5.2
06-Feb-26 4:00:00 AM ICT,5.2
06-Feb-26 4:30:00 AM ICT,5.2
06-Feb-26 5:00:00 AM ICT,5.2
06-Feb-26 5:30:00 AM ICT,5.2
06-Feb-26 6:00:00 AM ICT,5.2
06-Feb-26 6:30:00 AM ICT,6.1
06-Feb-26 7:00:00 AM ICT,6.0
06-Feb-26 7:30:00 AM ICT,5.2
06-Feb-26 8:00:00 AM ICT,5.2
06-Feb-26 8:30:00 AM ICT,5.2
06-Feb-26 9:00:00 AM ICT,5.2
06-Feb-26 9:30:00 AM ICT,5.2
06-Feb-26 10:00:00 AM ICT,5.2
06-Feb-26 10:30:00 AM ICT,5.2
06-Feb-26 11:00:00 AM ICT,5.2
06-Feb-26 11:30:00 AM ICT,5.2
06-Feb-26 12:00:00 PM ICT,5.2
06-Feb-26 12:30:00 PM ICT,5.2
06-Feb-26 1:00:00 PM ICT,5.2
06-Feb-26 1:30:00 PM ICT,5.2
06-Feb-26 2:00:00 PM ICT,5.2
06-Feb-26 2:30:00 PM ICT,5.2
06-Feb-26 3:00:00 PM ICT,5.2
06-Feb-26 3:30:00 PM ICT,5.2
06-Feb-26 4:00:00 PM ICT,5.2
06-Feb-26 4:30:00 PM ICT,5.2
06-Feb-26 5:00:00 PM ICT,5.2
06-Feb-26 5:30:00 PM ICT,5.2
06-Feb-26 6:00:00 PM ICT,5.2
06-Feb-26 6:30:00 PM ICT,5.2
06-Feb-26 7:00:00 PM ICT,5.2
06-Feb-26 7:30:00 PM ICT,5.2
06-Feb-26 8:00:00 PM ICT,5.2
06-Feb-26 8:30:00 PM ICT,5.2
06-Feb-26 9:00:00 PM ICT,5.2
06-Feb-26 9:30:00 PM ICT,5.2
06-Feb-26 10:00:00 PM ICT,2.6
06-Feb-26 10:30:00 PM ICT,0.1
06-Feb-26 11:00:00 PM ICT,0.1
06-Feb-26 11:30:00 PM ICT,0.1
07-Feb-26 12:00:00 AM ICT,0.1
07-Feb-26 12:30:00 AM ICT,0.1
07-Feb-26 1:00:00 AM ICT,0.1
07-Feb-26 1:30:00 AM ICT,0.1
07-Feb-26 2:00:00 AM ICT,0.1
07-Feb-26 2:30:00 AM ICT,0.1
07-Feb-26 3:00:00 AM ICT,0.1
07-Feb-26 3:30:00 AM ICT,0.1
07-Feb-26 4:00:00 AM ICT,0.1
07-Feb-26 4:30:00 AM ICT,0.1
07-Feb-26 5:00:00 AM ICT,0.1
07-Feb-26 5:30:00 AM ICT,0.1
07-Feb-26 6:00:00 AM ICT,0.1
07-Feb-26 6:30:00 AM ICT,0.1
07-Feb-26 7:00:00 AM ICT,0.1
07-Feb-26 7:30:00 AM ICT,0.1
07-Feb-26 8:00:00 AM ICT,0.1
07-Feb-26 8:30:00 AM ICT,0.1
07-Feb-26 9:00:00 AM ICT,0.1
07-Feb-26 9:30:00 AM ICT,0.1
07-Feb-26 10:00:00 AM ICT,0.1
07-Feb-26 10:30:00 AM ICT,0.1
07-Feb-26 11:00:00 AM ICT,0.1
07-Feb-26 11:30:00 AM ICT,0.1
07-Feb-26 12:00:00 PM ICT,0.1
07-Feb-26 12:30:00 PM ICT,0.1
07-Feb-26 1:00:00 PM ICT,0.0
07-Feb-26 1:30:00 PM ICT,0.0
07-Feb-26 2:00:00 PM ICT,0.0
07-Feb-26 2:30:00 PM ICT,0.0
07-Feb-26 3:00:00 PM ICT,0.0
07-Feb-26 3:30:00 PM ICT,0.0
07-Feb-26 4:00:00 PM ICT,0.0
07-Feb-26 4:30:00 PM ICT,0.0
07-Feb-26 5:00:00 PM ICT,0.0
07-Feb-26 5:30:00 PM ICT,0.0
07-Feb-26 6:00:00 PM ICT,0.0
07-Feb-26 6:30:00 PM ICT,0.0
07-Feb-26 7:00:00 PM ICT,0.0
07-Feb-26 7:30:00 PM ICT,0.0
07-Feb-26 8:00:00 PM ICT,0.0
07-Feb-26 8:30:00 PM ICT,0.0
07-Feb-26 9:00:00 PM ICT,0.0
07-Feb-26 9:30:00 PM ICT,0.0
07-Feb-26 10:00:00 PM ICT,0.1
07-Feb-26 10:30:00 PM ICT,0.1
07-Feb-26 11:00:00 PM ICT,0.1
07-Feb-26 11:30:00 PM ICT,0.1
08-Feb-26 12:00:00 AM ICT,0.1
08-Feb-26 12:30:00 AM ICT,0.1
08-Feb-26 1:00:00 AM ICT,0.1
08-Feb-26 1:30:00 AM ICT,0.1
08-Feb-26 2:00:00 AM ICT,0.1
08-Feb-26 2:30:00 AM ICT,0.1
08-Feb-26 3:00:00 AM ICT,0.1
08-Feb-26 3:30:00 AM ICT,0.1
08-Feb-26 4:00:00 AM ICT,0.1
08-Feb-26 4:30:00 AM ICT,0.1
08-Feb-26 5:00:00 AM ICT,0.1
08-Feb-26 5:30:00 AM ICT,0.1
08-Feb-26 6:00:00 AM ICT,0.1
08-Feb-26 6:30:00 AM ICT,0.1
08-Feb-26 7:00:00 AM ICT,0.1
08-Feb-26 7:30:00 AM ICT,0.1
08-Feb-26 8:00:00 AM ICT,0.1
08-Feb-26 8:30:00 AM ICT,2.6
08-Feb-26 9:00:00 AM ICT,5.2
08-Feb-26 9:30:00 AM ICT,5.2
08-Feb-26 10:00:00 AM ICT,5.2
08-Feb-26 10:30:00 AM ICT,5.2
08-Feb-26 11:00:00 AM ICT,5.2
08-Feb-26 11:30:00 AM ICT,5.2
08-Feb-26 12:00:00 PM ICT,5.2
08-Feb-26 12:30:00 PM ICT,5.2
08-Feb-26 1:00:00 PM ICT,5.2
08-Feb-26 1:30:00 PM ICT,5.2
08-Feb-26 2:00:00 PM ICT,5.2
08-Feb-26 2:30:00 PM ICT,5.2
08-Feb-26 3:00:00 PM ICT,5.2
08-Feb-26 3:30:00 PM ICT,5.2
08-Feb-26 4:00:00 PM ICT,5.2
08-Feb-26 4:30:00 PM ICT,5.2
08-Feb-26 5:00:00 PM ICT,5.2
08-Feb-26 5:30:00 PM ICT,5.2
08-Feb-26 6:00:00 PM ICT,5.2
08-Feb-26 6:30:00 PM ICT,5.2
08-Feb-26 7:00:00 PM ICT,5.2
08-Feb-26 7:30:00 PM ICT,5.2
08-Feb-26 8:00:00 PM ICT,5.2
08-Feb-26 8:30:00 PM ICT,5.2
08-Feb-26 9:00:00 PM ICT,5.2
08-Feb-26 9:30:00 PM ICT,5.2
08-Feb-26 10:00:00 PM ICT,5.2
08-Feb-26 10:30:00 PM ICT,5.2
08-Feb-26 11:00:00 PM ICT,5.2
08-Feb-26 11:30:00 PM ICT,5.2
09-Feb-26 12:00:00 AM ICT,5.2
09-Feb-26 12:30:00 AM ICT,5.2
09-Feb-26 1:00:00 AM ICT,5.2
09-Feb-26 1:30:00 AM ICT,5.2
09-Feb-26 2:00:00 AM ICT,5.2
09-Feb-26 2:30:00 AM ICT,5.2
09-Feb-26 3:00:00 AM ICT,5.2
09-Feb-26 3:30:00 AM ICT,5.2
09-Feb-26 4:00:00 AM ICT,5.2
09-Feb-26 4:30:00 AM ICT,5.2
09-Feb-26 5:00:00 AM ICT,5.2
09-Feb-26 5:30:00 AM ICT,5.2
09-Feb-26 6:00:00 AM ICT,5.2
09-Feb-26 6:30:00 AM ICT,5.2
09-Feb-26 7:00:00 AM ICT,5.2
09-Feb-26 7:30:00 AM ICT,5.2
09-Feb-26 8:00:00 AM ICT,5.2
09-Feb-26 8:30:00 AM ICT,5.2
09-Feb-26 9:00:00 AM ICT,5.2
