Request State,TTR(hr),Machine ID,Machine Name,Request ID,Requester,WO ID,Description,Location,JobTrade,JobTypeId,Responsible,WorkerG,Priority,Month,Day,Month,Day
Finished,4 hr 55 min,ENWA-240009,Producton Low Risk,MNT-00004468,1900175,WRKO-00005332,แก้ไขเครื่อง dice เนื่องจากไฟไม่เข้า ฝั่งดิบ,Work Area,Production Machine,Inspection,"",ENG,4,February,20,February,20
Finished,25 hr 21 min,ENPD-240014,Bowl Cutter (Chopper) No.1,MNT-00004391,1900175,WRKO-00005255,แก้ไขเครื่อง Bolw cutter หน้าจอไม่ติด,Production Plant1,Production Machine,Inspection,"",ENG,4,February,9,February,10
Finished,,ENWA-240008,Producton High Risk,MNT-00004440,1900175,WRKO-00005301,แก้ไขcheck weight สายพานไม่ทำงาน ฝั่งสุก,Work Area,Production Machine,Inspection,"",ENG,4,February,16,February,13
Finished,302 hr 42 min,ENWA-240008,Producton High Risk,MNT-00004218,1900175,WRKO-00005010,แก้ไขAir blast3 พื้นแตก,Work Area,ฺBuilding,Inspection,"",ENG,4,January,13,January,25
Finished,23 hr 19 min,ENWA-240008,Producton High Risk,MNT-00004306,1900175,WRKO-00005154,แก้ไข หลอดไฟไลน์ผลิตฝั่งสุกเสีย Cl-032 cl-025 cl-029,Work Area,Electrical system,Inspection,"",ENG,4,January,26,January,27
Finished,21 hr 41 min,ENWA-240008,Producton High Risk,MNT-00004305,1900175,WRKO-00005153,แก้ไข พื้นแตกจากการซ่อมราวเหล็ก บริเวณทางออกไลน์ฝั่งสุก,Work Area,ฺBuilding,Inspection,"",ENG,4,January,26,January,26
Finished,11 hr 34 min,ENWA-240008,Producton High Risk,MNT-00004410,1900175,WRKO-00005273,แก้ไข ประตูบลาส 1 ฝั่งสุก ชำรุด,Work Area,Tool and Equipment,Inspection,"",ENG,4,February,11,February,11
Finished,133 hr 57 min,ENWA-240008,Producton High Risk,MNT-00004252,1900175,WRKO-00005085,แก้ไข ประตู blast freezer 3 เปิดยาก ฝั่งสุก,Work Area,ฺBuilding,Inspection,"",ENG,4,January,16,January,21
Finished,16 hr 8 min,ENWA-240008,Producton High Risk,MNT-00004425,1900175,WRKO-00005289,แก้ไข น้ำหยดบริเวณหลอดไฟ CL-037 ตรงกับสายพาน assembly,Work Area,Electrical system,Inspection,"",ENG,4,February,13,February,13
Finished,182 hr 11 min,ENWA-240008,Producton High Risk,MNT-00004276,1900175,WRKO-00005111,แก้ไข น้ำหยดจากเพดาน ท้ายไลน์ assembly,Work Area,ฺBuilding,Inspection,"",ENG,4,January,19,January,26
Finished,805 hr 39 min,ENPD-240024,Combi oven No.2,MNT-00004258,1900175,WRKO-00005095,แก้ไข combi 2 ล้างไม่ได้,Production Plant1,Production Machine,Inspection,"",ENG,4,January,16,February,18
Finished,36 hr 49 min,ENPD-240023,Bratt pan No.1,MNT-00004233,1900175,WRKO-00005063,แก้ไข Brattpan 1 วาล์วรั่ว,Production Plant1,Production Machine,Inspection,"",ENG,4,January,14,January,15
Finished,1 hr 47 min,ENPD-240027,Bratt pan No.3,MNT-00004494,1900175,WRKO-00005362,แก้ไข Bratt pan 3 รั่ว ฝั่งดิบ,Production Plant1,Production Machine,Inspection,"",ENG,4,February,25,February,25
Finished,,ENPD-240023,Bratt pan No.1,MNT-00004477,1900175,WRKO-00005343,แก้ไข Bratt pan 1 สตรีมรั่ว,Production Plant1,Production Machine,Inspection,"",ENG,4,February,23,February,21
Finished,,ENWA-240008,Producton High Risk,MNT-00004495,1900175,WRKO-00005363,เปลี่ยนหัวสายยาง ฝั่งสุก,Work Area,Tool and Equipment,Inspection,"",ENG,4,February,25,February,24
Finished,,ENWA-240009,Producton Low Risk,MNT-00004503,1900231,WRKO-00005371,เปลี่ยนหลอดไฟห้องหุงข้าว,Work Area,Electrical system,Inspection,"",ENG,1,February,25,February,25
Finished,10 hr 58 min,ENWA-240001,Container Office,MNT-00004366,1900254,WRKO-00005223,เปลี่ยนหลอดไฟห้องน้ำทีจอดรถผู้บริหาร,Work Area,Electrical system,Inspection,"",ENG,4,February,5,February,5
Finished,,ENWA-240009,Producton Low Risk,MNT-00004200,1900175,WRKO-00005027,เปลี่ยนหลอดไฟห้องเตรียมปลา ฝั่งดิบ,Work Area,Electrical system,Inspection,"",ENG,4,January,12,January,12
Finished,7 hr 26 min,ENWA-240008,Producton High Risk,MNT-00004102,1900175,WRKO-00004916,เปลี่ยนหลอดไฟ ห้องแต่งตัวฝั่งสุก,Work Area,Electrical system,Inspection,"",ENG,4,January,5,January,5
Finished,,ENWA-240008,Producton High Risk,MNT-00004212,1900175,WRKO-00005039,เปลี่ยนหลอดไฟ Holding chill room ฝั่งสุก,Work Area,Electrical system,Inspection,"",ENG,4,January,12,January,12
Finished,70 hr 21 min,ENWA-240009,Producton Low Risk,MNT-00004318,1900175,WRKO-00005169,เปลี่ยนสายอ่างล้างมือ ข้างห้อง cooking ฝั่งดิบ,Work Area,Tool and Equipment,Inspection,"",ENG,4,January,28,January,30
Finished,,ENUT-240180,Condencer Unit No.23 (Air Blast Freezer1),MNT-00004449,1900231,WRKO-00005310,เปลี่ยนวาล์ว Air Blast No.1,Buiding1,Cooling machine,Inspection,"",ENG,1,February,16,February,15
Finished,,ENWA-240009,Producton Low Risk,MNT-00004450,1900231,WRKO-00005311,เปลี่ยนล้อหม้อทอด,Work Area,Production Machine,Inspection,"",ENG,1,February,16,February,15
Finished,14 hr 3 min,ENWA-240009,Producton Low Risk,MNT-00004560,1900175,WRKO-00005436,เปลี่ยนม่านประตูทางเข้าฝั่งสุก,Work Area,Tool and Equipment,Inspection,"",ENG,4,March,5,March,5
Finished,13 hr 26 min,ENWA-240008,Producton High Risk,MNT-00004502,1900175,WRKO-00005370,เปลี่ยนม่านประตูทางเข้า-ทางออก ฝั่งสุก,Work Area,Tool and Equipment,Inspection,"",ENG,4,February,25,February,25
Finished,,ENUT-240118,Condencer Unit No.6,MNT-00004379,1900231,WRKO-00005236,เปลี่ยนมอเตอร์ + ใบพัดลม condenser unit no.6,Buiding1,Cooling machine,Inspection,"",ENG,1,February,6,February,6
Finished,83 hr 29 min,ENWA-240008,Producton High Risk,MNT-00004139,1900175,WRKO-00004968,เปลี่ยนฝาครอบสวิชต์ไฟ หน้าประตูทางไปblast freezer 1,Work Area,Electrical system,Inspection,"",ENG,4,January,6,January,9
Finished,39 hr 0 min,ENPD-240048,Batch Frye 1,MNT-00004533,1900175,WRKO-00005401,เปลี่ยนปลั๊กไฟเตา deep fry แตกชำรุด,Production Plant1,Production Machine,Inspection,"",ENG,4,February,28,March,1
Finished,335 hr 13 min,ENWA-240008,Producton High Risk,MNT-00004224,1900175,WRKO-00005051,เปลี่ยนปลั๊กและตัวครอบสายไฟ หน้าห้องสตีม ฝั่งสุก,Work Area,Electrical system,Inspection,"",ENG,4,January,13,January,27
Finished,,ENUT-240003,Steam Boiler  No.2,MNT-00004398,1900231,WRKO-00005261,เปลี่ยนประเก็นท่อสตีม,Boiler1,๊Utility machine,Inspection,"",ENG,1,February,9,February,8
Finished,,ENUT-240002,Steam Boiler  No.1,MNT-00004447,1900231,WRKO-00005308,เปลี่ยนประเก็นท่อสตีม,Boiler1,๊Utility machine,Inspection,"",ENG,1,February,16,February,15
Finished,7 hr 18 min,ENWA-240005,Engineering Office,MNT-00004370,1900231,WRKO-00005227,เปลี่ยนบล็อกปลั๊กหน้าอาคารบอยเลอร์,Work Area,Electrical system,Inspection,"",ENG,1,February,5,February,5
Finished,17 hr 35 min,ENWA-240009,Producton Low Risk,MNT-00004461,1900175,WRKO-00005322,เปลี่ยนท่อหุ้มสายไฟ ห้องตัดปลา ฝั่งดิบ,Work Area,Electrical system,Inspection,"",ENG,4,February,19,February,19
Finished,1 hr 21 min,ENUT-240009,Sand Filter Tank No.1,MNT-00004091,1900231,WRKO-00004906,เปลี่ยนกรองน้ำ,Water1,Water system,Inspection,"",ENG,1,January,2,January,2
Finished,,ENUT-240010,Sand Filter Tank No.2,MNT-00004145,1900231,WRKO-00004930,เปลี่ยนกรองน้ำ,Water1,Water system,Inspection,"",ENG,1,January,6,January,4
Finished,,ENUT-240009,Sand Filter Tank No.1,MNT-00004231,1900231,WRKO-00005058,เปลี่ยนกรองน้ำ,Water1,Water system,Inspection,"",ENG,1,January,14,January,11
Finished,,ENUT-240009,Sand Filter Tank No.1,MNT-00004293,1900231,WRKO-00005135,เปลี่ยนกรองน้ำ,Water1,Water system,Inspection,"",ENG,1,January,21,January,18
Finished,,ENUT-240009,Sand Filter Tank No.1,MNT-00004314,1900231,WRKO-00005161,เปลี่ยนกรองน้ำ,Water1,Tool and Equipment,Inspection,"",ENG,1,January,26,January,25
Finished,,ENUT-240009,Sand Filter Tank No.1,MNT-00004344,1900231,WRKO-00005194,เปลี่ยนกรองน้ำ,Water1,Tool and Equipment,Inspection,"",ENG,1,February,2,February,1
Finished,,ENUT-240010,Sand Filter Tank No.2,MNT-00004396,1900231,WRKO-00005260,เปลี่ยนกรองน้ำ,Water1,Water system,Inspection,"",ENG,1,February,9,February,8
Finished,,ENUT-240010,Sand Filter Tank No.2,MNT-00004446,1900231,WRKO-00005307,เปลี่ยนกรองน้ำ,Water1,Water system,Inspection,"",ENG,1,February,16,February,15
Finished,,ENUT-240009,Sand Filter Tank No.1,MNT-00004458,1900231,WRKO-00005318,เปลี่ยนกรองน้ำ,Water1,Tool and Equipment,Inspection,"",ENG,1,February,18,February,17
Finished,,ENUT-240010,Sand Filter Tank No.2,MNT-00004488,1900231,WRKO-00005354,เปลี่ยนกรองน้ำ,Water1,Water system,Inspection,"",ENG,1,February,23,February,22
Finished,,ENUT-240009,Sand Filter Tank No.1,MNT-00004550,1900231,WRKO-00005418,เปลี่ยนกรองน้ำ,Water1,Water system,Inspection,"",ENG,1,March,2,March,1
Finished,,ENUT-240010,Sand Filter Tank No.2,MNT-00004326,1900231,WRKO-00005174,เปลี่ยนกรอง Carbon,Water1,Water system,Inspection,"",ENG,1,January,28,January,28
Finished,7 hr 10 min,ENWA-240009,Producton Low Risk,MNT-00004257,1900175,WRKO-00005094,เปลี่ยนใบมีดเครื่องหั่นผัก ฝั่งดิบ,Work Area,Production Machine,Inspection,"",ENG,4,January,16,January,16
Finished,,ENPD-240047,Can Opener No.1,MNT-00004567,1900175,WRKO-00005445,เปลี่ยนใบมีดเครื่องเปิดกระป๋อง,Production Plant1,Production Machine,Inspection,"",ENG,4,March,6,March,4
Finished,11 hr 2 min,ENWA-240009,Producton Low Risk,MNT-00004359,1900175,WRKO-00005213,เปลี่ยนใบมีด เครื่องปอกมันฝรั่ง1 ใบยาว,Work Area,Production Machine,Inspection,"",ENG,4,February,4,February,4
Finished,,ENUT-240182,Condencer Unit No.24 (COLD6),MNT-00004155,1900231,WRKO-00004934,เปลี่ยน Probe Cold 6,Buiding1,Cooling machine,Inspection,"",ENG,1,January,6,January,6
Finished,,ENUT-240188,Condencer Unit No.29 (Air Blast Freezer2),MNT-00004092,1900231,WRKO-00004907,เปลี่ยน oil strainer comp no.1-2,Buiding1,Cooling machine,Inspection,"",ENG,1,January,2,December,31
Finished,,ENUT-240127,Condencer Unit No.9 (COLD5),MNT-00004154,1900231,WRKO-00004933,เปลี่ยน contactor compressor cold5,Buiding1,Cooling machine,Inspection,"",ENG,1,January,6,January,3
Finished,,ENUT-240218,ระบบเติมอากาศ ตัวที่1,MNT-00004506,1900231,WRKO-00005373,เติมน้ำยา Fresh air,Buiding1,Cooling machine,Inspection,"",ENG,1,February,25,February,24
Finished,,ENUT-240114,Condencer Unit No.5,MNT-00004147,1900231,WRKO-00004932,เติมน้ำยา CU.5,Buiding1,Cooling machine,Inspection,"",ENG,1,January,6,December,26
Finished,,ENUT-240157,Condencer Unit No.16,MNT-00004146,1900231,WRKO-00004931,เติมน้ำยา CU.16,Buiding1,Cooling machine,Inspection,"",ENG,1,January,6,December,26
Finished,,ENUT-240144,Condencer Unit No.13,MNT-00004520,1900231,WRKO-00005387,เติมน้ำมันคอม CDU.13,Buiding1,Cooling machine,Inspection,"",ENG,1,February,26,February,25
Finished,,ENUT-240118,Condencer Unit No.6,MNT-00004143,1900231,WRKO-00004928,เติมน้ำมัน CU.6,Buiding1,Cooling machine,Inspection,"",ENG,1,January,6,January,4
Finished,2 hr 49 min,ENWA-240005,Engineering Office,MNT-00004348,1900231,WRKO-00005201,เติม Bio ลดกลิ่นตะกอน,Work Area,Water system,Inspection,"",ENG,1,February,3,February,3
Finished,23 hr 3 min,ENWA-240009,Producton Low Risk,MNT-00004358,1900175,WRKO-00005212,เชื่อมหูหม้อ ฝั่งดิบ,Work Area,Tool and Equipment,Inspection,"",ENG,4,February,4,February,5
Finished,,ENWA-240009,Producton Low Risk,MNT-00004559,1900175,WRKO-00005435,เชื่อมหูหม้อ ฝั่งดิบ,Work Area,Tool and Equipment,Inspection,"",ENG,4,March,5,March,5
Finished,,ENPD-240045,Meatball making No.1,MNT-00004509,1900175,WRKO-00005376,เชื่อมรอยร้าวของเครื่องทำมีทบอล,Production Plant1,Production Machine,Inspection,"",ENG,4,February,26,February,25
Finished,31 hr 39 min,ENWA-240009,Producton Low Risk,MNT-00004338,1900175,WRKO-00005189,เชื่อมพายสแตนเลส ฝั่งดิบ,Work Area,Tool and Equipment,Inspection,"",ENG,4,January,31,February,1
Finished,1 hr 53 min,ENWA-240009,Producton Low Risk,MNT-00004375,1900175,WRKO-00005232,เชื่อมพายสแตนเลส ฝั่งดิบ,Work Area,Tool and Equipment,Inspection,"",ENG,4,February,6,February,6
Finished,36 hr 8 min,ENWA-240009,Producton Low Risk,MNT-00004307,1900175,WRKO-00005155,เชื่อมตะกร้าลวก ฝั่งดิบ,Work Area,Tool and Equipment,Inspection,"",ENG,4,January,26,January,27
Finished,1 hr 54 min,ENWA-240009,Producton Low Risk,MNT-00004374,1900175,WRKO-00005231,เชื่อมตะกร้อใหญ่ 1อัน,Work Area,Tool and Equipment,Inspection,"",ENG,4,February,6,February,6
Finished,,ENWA-240009,Producton Low Risk,MNT-00004373,1900175,WRKO-00005230,เชื่อมตะกร้อ2อัน ฝั่งดิบ,Work Area,Tool and Equipment,Inspection,"",ENG,4,February,6,February,6
Finished,23 hr 47 min,ENWA-240009,Producton Low Risk,MNT-00004321,1900175,WRKO-00005172,เชื่อมตะกร้อ ฝั่งดิบ,Work Area,Tool and Equipment,Inspection,"",ENG,4,January,28,January,29
Finished,22 hr 33 min,ENWA-240009,Producton Low Risk,MNT-00004325,1900175,WRKO-00005177,เชื่อมตะกร้อ ฝั่งดิบ,Work Area,Tool and Equipment,Inspection,"",ENG,4,January,28,January,29
Finished,1 hr 20 min,ENWA-240009,Producton Low Risk,MNT-00004493,1900175,WRKO-00005361,เชื่อมตะกร้อ 3 อัน ฝั่งดิบ,Work Area,Tool and Equipment,Inspection,"",ENG,4,February,25,February,25
Finished,,ENWA-240009,Producton Low Risk,MNT-00004485,1900175,WRKO-00005351,เชื่อมตะกร้อ 2อัน ฝั่งดิบ,Work Area,Tool and Equipment,Inspection,"",ENG,4,February,23,February,22
Finished,16 hr 6 min,ENWA-240009,Producton Low Risk,MNT-00004500,1900175,WRKO-00005368,เชื่อมตะกร้อ 2 อัน ฝั่งดิบ,Work Area,Tool and Equipment,Inspection,"",ENG,4,February,25,February,25
Finished,1 hr 48 min,ENWA-240009,Producton Low Risk,MNT-00004319,1900175,WRKO-00005170,เชื่อมตะแกรงทอด ฝั่งดิบ,Work Area,Tool and Equipment,Inspection,"",ENG,4,January,28,January,28
Finished,,ENWA-240002,Front Office,MNT-00004462,1900254,WRKO-00005323,เชื่อมเหล็กรถเข็นขยะ,Work Area,Tool and Equipment,Inspection,"",ENG,4,February,19,February,18
Finished,33 hr 27 min,ENWA-240009,Producton Low Risk,MNT-00004372,1900175,WRKO-00005229,เช็คฐานเครื่องปั่น SHARPแกนกลางสูงทำให้ขอบยางชำรุด ฝั่งดิบ,Work Area,Tool and Equipment,Inspection,"",ENG,4,February,6,February,7
Finished,7 hr 26 min,ENWA-240009,Producton Low Risk,MNT-00004347,1900224,WRKO-00005200,เครื่องหยอดไข่ให้หน่อยลมออกมาไม่เสมอกัน,Work Area,Production Machine,Inspection,"",ENG,4,February,3,February,3
Finished,,ENWA-240008,Producton High Risk,MNT-00004436,1900175,WRKO-00005297,เครื่องซีล เปลี่ยนโปรแกรมไม่ได้ และใช้ได้ข้างเดียว ฝั่งสุก,Work Area,Production Machine,Inspection,"",ENG,4,February,16,February,13
Finished,22 hr 48 min,ENWA-240008,Producton High Risk,MNT-00004514,1900175,WRKO-00005381,เครื่องswing vaccuumฝั่งสุก โปรแกรมเครื่องปรับขึ้น-ลงเอง,Work Area,Production Machine,Inspection,"",ENG,4,February,26,February,26
Finished,43 hr 37 min,ENPD-240034,Check weigth  No.1,MNT-00004426,1900175,WRKO-00005290,เครื่อง check weight กิโลไม่นิ่ง ฝั่งสุก,Production Plant1,Production Machine,Inspection,"",ENG,4,February,13,February,14
Finished,265 hr 15 min,ENWA-240008,Producton High Risk,MNT-00004189,1900175,WRKO-00005014,เก็บสายไฟประตูแอนตี้บลาส 1ฝั่งสุก,Work Area,Electrical system,Inspection,"",ENG,4,January,10,January,21
Finished,59 hr 46 min,ENWA-240021,RD Kitchen,MNT-00004341,1900150,WRKO-00005192,WATER BOILER Leak,Work Area,Tool and Equipment,Inspection,"",ENG,1,February,2,February,4
Finished,,ENWA-240021,RD Kitchen,MNT-00004395,1900150,WRKO-00005259,WATER BOILER Leak,Work Area,Tool and Equipment,Inspection,"",ENG,1,February,9,January,1
Finished,,ENWA-240021,RD Kitchen,MNT-00004457,1900150,WRKO-00005319,Kitchen Hood ทำงานผิดปกติ,Work Area,Tool and Equipment,Inspection,"",ENG,1,February,18,January,1
Finished,,ENUT-240127,Condencer Unit No.9 (COLD5),MNT-00004368,1900231,WRKO-00005224,CU.9 Pressure drop,Buiding1,Cooling machine,Inspection,"",ENG,1,February,5,February,5
Finished,,ENUT-240114,Condencer Unit No.5,MNT-00004380,1900231,WRKO-00005237,CU.9 Pressure drop,Buiding1,Cooling machine,Inspection,"",ENG,1,February,6,February,6
Finished,,ENUT-240114,Condencer Unit No.5,MNT-00004268,1900231,WRKO-00005073,CU.5 Pressure drop,Buiding1,Cooling machine,Inspection,"",ENG,1,January,16,January,14
Finished,,ENUT-240114,Condencer Unit No.5,MNT-00004294,1900231,WRKO-00005136,CU.5 Pressure drop,Buiding1,Cooling machine,Inspection,"",ENG,1,January,21,January,20
Finished,2 hr 21 min,ENUT-240091,Evapperator CDU2-UC2.1,MNT-00004422,1900231,WRKO-00005284,CU.2.1 Pressure drop,Buiding1,Cooling machine,Inspection,"",ENG,1,February,12,February,12
Finished,2 hr 59 min,ENUT-240134,Condencer Unit No.12,MNT-00004549,1900231,WRKO-00005417,CU.12 Pressure drop,Buiding1,Cooling machine,Inspection,"",ENG,1,March,2,March,2
Finished,1 hr 37 min,ENUT-240182,Condencer Unit No.24 (COLD6),MNT-00004313,1900231,WRKO-00005160,Cold 6 พบรอยรั่ว,Buiding1,Cooling machine,Inspection,"",ENG,1,January,26,January,26
Finished,20 hr 53 min,ENUT-240188,Condencer Unit No.29 (Air Blast Freezer2),MNT-00004232,1900231,WRKO-00005059,Air blast 2 คอม No.2 ผิดปกติ,Buiding1,Cooling machine,Inspection,"",ENG,1,January,14,January,14
Finished,,ENUT-240188,Condencer Unit No.29 (Air Blast Freezer2),MNT-00004432,1900231,WRKO-00005295,Air blast 2 Pressure drop,Buiding1,Cooling machine,Inspection,"",ENG,1,February,14,February,14
Finished,16 hr 4 min,ENWA-240009,Producton Low Risk,MNT-00004443,1900175,WRKO-00005304, แก้ไข Hood ห้อง Cooking ฝั่งดิบ ไม่ทำงาน,Work Area,Production Machine,Inspection,"",ENG,4,February,16,February,16
